District Name,School Name,UDISE Code,School Management,School Category
GHAZIPUR,LATE MUNNILAL CHAUHAN L.M.V. BUJURGA,09650211703,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,LATE PATIRAM YADAV U.M.V. SARAIGOKUL,09650206310,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,LATE VISHWANATH SINGH I.C. KHARWADIH,09650204109,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,MAA DURGA U.M.V. SARAI MANIKRAJ,09650206505,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,MAA SHARDA  INTER COLLEGE,09650200804,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MADHUBAM BAL GOPAL I.C. OJHIPUR,09650209006,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MAHANTH BALDEV DAS I.C. SALIKPUR SAURI,09650208810,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,MAHANTH PAWHARI SWAMI BHAWANI NANDAN YATI R.A. U.M.V. SIKHARI,09650208423,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,MAHARSHI U.M.V. KHADWADIH,09650204110,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,MAHAVEER I.C. VISHUNPUR TANDAWA,09650211413,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MAHAVIR INTER COLLEGE,09650204905,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MANGALI YADAV INTER  COLLEGE,09650213902,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MATA DULARI I.C. MEERPUR,09650211415,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MATA DURGAWATI INTER COLLEGE,09650206003,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MATA PAWARANI GIRLS U.M.V. HARAULI,09650202806,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,MATRIGANGA JALI  I.C. MAUDHIYA,09650205207,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,MUKHRAM  SINGH YADAV U.M SCHOOL,09650203006,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,MUSAFIR BALIKA I.C. ANGOORPUR,09650201221,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,MUSAFIR U.M.V. PAHETIYA,09650205808,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,N.K. PUBLIC H.S.S.,09650206311,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,PAHALWAN INDRADEV U.M.V. TANDAWA BHADAURA,09650202405,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,PRAYAG I.C. KONHA RAMPUR BALBHADRA,09650201218,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"PRIYANKA MEMORIAL INTERNATIONAL SCHOOL, YUSUFPUR, KHARBA",09650207412,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,PT. MADAN  MOHAN  MALVIYA INTER COLLEGE,09650208427,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,PT. PARMESHWAR PANDEY I.C. MARDANPUR LUXMAN,09650215308,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,RAJKIYA HIGH SCHOOL SAURI,09650207206,Department of Education (Government School),Secondary + Higher Secondary (9–12)
GHAZIPUR,RAJKIYA U.M.V MADHUBAN GHAZIPUR,09650215604,Department of Education (Government School),Secondary + Higher Secondary (9–12)
GHAZIPUR,RAM KISHUN I.C. KARKAPUR,09650203808,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,RESHAMA I.C. MANIHARI,09650205010,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"S FATIMA GIRLS I.C. GAUSPUR, BUZURGA",09650211710,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,S. S. S. S. RAGHUNATH  YADAV U. M. V,09650208107,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,S.M.T. LALITA DEVI OINTER COLLEGE,09650202513,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,"SHIRI  SHIVCHAND  I.C.  SHAHPUR, SARAIGOVIND",09650206904,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHIVDHAR KISAN I.C. HARAULI,09650202805,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SHREE RATNDEV NAV JYOTI GIRLS I.C. BARAULI BARAHAT,09650201106,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SHRI BALBHADRA SINGH I.C. ANGOORPUR,09650201219,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI DURGA JI I.C. KALIZPUR,09650201220,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI HARIDWAR U.M.V. GOPPUR SARAI GOKUL,09650206312,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SHRI HARINANDAN I.C.MAUDHIA,09650205206,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI JAGAI DAS ADARSH VED GARBHA U.M.V.,09650207207,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,"SHRI JAGARNATH U.M.V. BADANPUR, GURAINI",09650214918,Private Unaided Recognized,Upper Primary to Secondary (6–10)
GHAZIPUR,SHRI JAWAHAR LAL NEHRU SMARK INTER COLLEGE,09650215104,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI KASHINATH I.C. TILESARA,09650207311,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SHRI MAHADEV JI MAHANT JAYRAM YATI I.C. AUDHARI,09650209005,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SHRI MARUTI NANDAN RAMDEV I.C. MAHMOODPUR,09650214105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI MD. ABBAS HIGHER S.S.,09650215405,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SHRI MTI  RADHIKA DEVI  INTER COLLEGE,09650211708,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,SHRI RAJENDRA RAI I.C. KARMADEPUR MAUDHIYA,09650216206,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI RAM KRISHNA I.C. SIKHARI,09650208424,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SHRI RAM SARAN NAGADU I.C. MARDANPUR,09650205107,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SHRI RAM SURAT YADAV U.M.V. KARSAHI,09650207907,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SHRI RAMDHARI I.C. CHHATMA,09650201105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI RAMKER I.C. SARAI MANIKRAJ,09650214917,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"SHRI RAMKISHUN U.M.V. SIDHARKHURD, CHAKMATALI",09650200502,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SHRI SURESH I.C. PAHITIYA GHAZIPUR,09650205805,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SHRIVIJAY INTER COLLEGE CHAUKARI CHAURA COLLEGE,09650202105,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"SMT KAUSALYA DEVI UMV, GOPPUR-2024",09650220802,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SRI JAMUNA SINGH RATHAUR U.M.V. GURAINI,09650202612,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SRI KRISHNA I C ARILA MANIHARI ,09654103497,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SRI LALCHANDRA I.C. VISHUNPUR TANDAWA,09650211412,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SRI NANHAKU I.C.,09650205804,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SRI RAMDEV YADAV INTER COLLEGE BUDHANPUR,09650201603,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SRI RUJAI KISAN U M V ANDHOKHAR BASEWAN GHAZIPUR,09654103499,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,"SRI SITARAM PUBLIC  I, C.. KHUTAHAN PARSOTIYA GHAZIPUR",09650204507,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SRI SUMER GOPAL INTER COLLEGE HUREHARA,09650202305,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SRI VINDESHWARI DUBEY I.C. YUSUFPUR,09650207408,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SRI.  S.  N.  B.  U.  M.  V. H,09650215205,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SRI.S.P.H.S.SCHOOL,09650208108,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SUBHAG SINGH H.S.S.,09650215603,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SWADHARM I.C. KATAYA,09650204002,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"VIDYA PUBLIC SCHOOL, SIKHARI, GHAZIPUR",09650208430,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,VINDHYACHAL I.C. KARAKAPUR,09650203809,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,"ARYAN PUBLIC SCHOOL, PALLIA",09650604503,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,AZAD  INTER COLLEGE,09650615603,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,B. M. GIRL H.S .S,09650600308,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,BABA BHAGELU DAS SHICHAN SANSTHAN MATEHUN-1983,09650606403,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,BABA JAGGU DASH H.S.S,09650600310,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,BABA RAMDAS ADARSH I.C. BHAVRAHA,09650609401,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"BAIJNATH HANUMAN INTER COLLEGE, HAIDERGANJ - 1966",09650615407,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"BANWARI SMARAK I.C. KARASPUR, PRITHVIPUR",09650611501,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,BAPU PRABHUNATH H.S.S.,09650604807,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,C.C.S.H.S. SCHOOL,09650602406,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,DEVRSHI D.M.R.D.B.U.M.V.,09650604702,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,DR. A. B. H. I. C.GHARIHA,09650610506,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,DR. BHIMRAO AMBEDKAR ADARSH INTER COLLEGE,09650605803,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,"GANGA PRASHAD RAM PRASHAD YADAV INTER COLLEGE, RUHIPUR, MARADAH - 1099",09650608303,Government Aided,Primary to Higher Secondary (1–12)
GHAZIPUR,"JANTA INTER COLLEGE, NARANGPUR, RANIPUR, GHAZIPUR",09650605111,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,JAY MAA KALI MAYA RAMJIT I.C. UCHAUR,09650604106,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,KUNWAR INTER COLLEGE,09650604004,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,LATE AN SINGH LATE S SA I.C. AVISAHAN CHURAMANPUR-1936,09650607103,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,LATE DWARIKA SINGH GIRLS INTER COLLEGE,09650608410,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,LATE R.L.SINGH H.S.S.T.DANDAPUR,09650601203,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,LATE RAJDEV DILWASI U.M.V. RAIPUR BAGHPUR,09650605016,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,LOKMANYA SARVODAY U.M.V. DONDSAR,09650601506,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,M.B. I.C. MARDAH,09650603725,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,M.D.M.S.M. I.C. BIHARA,09650607207,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,M.J. ADARSH I.C. RANIPUR,09650605113,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,M.K.D. INTER COLLEGE,09650601904,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,M.R.D.P.S.SEWTHA,09650605406,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,MA. BEHAFAIYA RASTRIYA SECONDARY,09650604209,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"MAA ANISUN J.P HESHMA H.S.S. USMARIYA NAGAR, GEHUDHI",09650600709,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,MAA BHAWANI NATIONAL U.M.V. GOVINDPUR MATHIYA,09650615205,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,MAHARISH BABA GANGA RAMDASH HIRA KU.H.S.V.KAITHAWALI RAYPUR,09650602706,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,MAHATMA GAUTAM BUDDH U.M.V. AVISAHAN,09650600108,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,MAHATMA JYOTIBA FULE U.M.V. MAHMUDPUR,09650605308,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,MARKANDEY MAHADEV INTER COLLEGE,09650608411,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,MATA BHAGWATI U.M.V. SULEMAPUR DEVKALI,09650603306,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MATA CHANDRAWATI BALIKA H.H.S.,09650601808,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,"MATA DHANAWATI DEVI UMV, RAIPUR, BAGHPUR - 1990",09650605019,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,MATA DHANWATI PUBLIC I.C. JAGOPUR,09650603721,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MATA GANGESHWARI DEVI U.M.V. RANIPUR,09650605112,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,MATA JAMUNI DEVI I.C.,09650604311,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,MATA LUXMI DEVI U.M.V. RAIPUR MATHIYA,09650605015,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,MATA PARVATI VIMLA G.I.C.,09650604608,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,MATA TAPESHWARI I.C. MARDAH,09650603723,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,MATA YASHODA UPENDRA ASHRAM GIRLS U.M.V. NASARATPUR,09650604210,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,MEERA U.M.V. KABIRAPUR,09650606002,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,P.N. INTER COLLEGE,09650603720,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,PANDIT VINDHYACHAL U.M.V. BIHARA,09650607208,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,RAM DAYAL SMARAK BALIKA H.S.,09650603804,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,S K S U M V RUHIPUR,09650608307,Government Aided,Upper Primary + Secondary (6–10)
GHAZIPUR,S.L.Y.H.S.S. UCHAUR,09650605902,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,S.P.I.COLLEGE,09650601809,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,S.P.N.S.I.C. INDAUR,09650602313,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SAMATA H.S.S N,09650604208,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SANT ABHI MANYU DAS GIRLS H.S.,09650604309,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SATYENDRA NATH PANDEY I.C. BHAWARAHA,09650609402,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHANTI NEKATAN I.C.,09650600309,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHASHANK SHEKHAR INTER COLLEGE HARHARI,09650602204,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHREE MAHABAL SMARAK HIGHER SECONDARY SCHOOL,09650604903,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI ALAGU YADAV I.C. BARENDA,09650600410,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI ARVIND YADAV U.M.V. DANDIKALA,09650601304,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SHRI BAURAHAWA BABA I.C. MATEHU,09650603805,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI LEKHU JANATA U.M.V. ARAKHPUR,09650607503,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI RADHA KRISHNA I.C. SUNDARPUR,09650601807,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI RAM INTER COLLEGE,09650605114,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SHRI RAM U.M.V.,09650605017,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SHRI RAMCHANDRA MEMORIAL U.M.V. SARAY MUBARAK,09650605309,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI RAMDAS ADARSH U.M.V. BHAJAYA TILARI,09650605704,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,"SHRI RAMKRISHNA H.S.S. MARDAH, GHAZIPUR",09650603718,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI SUNDAR JI ADARSH U.M.V. GAI,09650601612,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SR. SUKHADEV MAHAVIR INTER COLLEGE,09650600710,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SRI AMBIKA YADAV I.C  BAURI,09650600608,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SRI ASHUTOSH U.M.V.  MAHAHAR,09650603308,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SRI BAL KRISHNA INTER COLLEGE - 1938,09650605705,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SRI BRAHMDEV U.M.V. RASULPUR RUHIPUR,09650608304,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SRI GANDHI I.C. SINGERA,09650605411,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SRI KHAPPAR BABA HIGHER S.S.,09650603403,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SRI RAJ NARAYAN I.C. BAURI,09650607606,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SUBHASH INTER COLLEGE,09650610505,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"SUDARSHAN SINGH I.C. NONARA, MARDAH",09650604310,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,"A K INTERNATION SCHOOL, MOHAMMADABAD",09651510403,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,ADARSH HINDI .U.M.V PARSA,09651501203,Government Aided,Secondary only (9–10)
GHAZIPUR,"ADARSH KANYA HIGH SCHOOL, SULTANPUR",09651500807,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,ADARSH MAHAVEER U.M.V. RUKUNDIPUR,09651511103,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,ADARSH SEVA INTER COLLEGE,09651508210,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"ASHT SHAHEED INTER COLLEGE, MOHAMDABAD",09651505913,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,AWADH INTERNATIONAL SCHOOL,09651507704,Private Unaided Recognized,Upper Primary to Secondary (6–10)
GHAZIPUR,B R D I C ADAR SAWANA - 1384,09651508003,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,BABA BAIJNATH U.M.V. GAUSLAJAMPUR,09651505008,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,BABA NAUBAT CHAUDHARY I.C. SURTAPUR,09651501504,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,BINDESHWARI U.M.V. MUHAMMADABAD,09651506006,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,BPM GYAN JYOTI SCHOOL,09651512403,Private Unaided Recognized,Upper Primary to Secondary (6–10)
GHAZIPUR,CHANDANI PUBLIC SCHOOL,09651501703,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,"CHANDRASHEKHAR U.M.V. DOMANPURA, BALAPUR",09651512103,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,"CHAUDHARI RAKSHA U.M.V. DARIDIH, SHAHBAJKULI",09651503203,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,CHINMAY BHARAT ACADEMY LAKHAMIPUR,09651502102,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,DR.M.A.A.I.COLLEGE,09651501012,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,GOVT.  GIRLS INTER COLLEGE,09651505914,Department of Education (Government School),Primary to Higher Secondary (1–12)
GHAZIPUR,INDIRA ADARSH I.C. UMARPUR,09651504103,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,JANTA MADHYAMIK VIDHYALAYA DHODADIH - 1474,09651503005,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,"M.A.ANSARIA G.I.C. YUSUFPUR, MOHAMMADABAD",09651505912,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,MAA SARASWATI U.M.V. FIROJPUR,09651507702,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,"MJRP ACADEMY TIWARIPUR, MOHAMADABAD",09651511204,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,MULCHAND VIDYA MANDIR  INTER COLLEGE SHAHBAJKULI,09651511006,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,PASHUPATI RAI I.C. SHERPUR KALA,09651502613,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,RADHEY KRISHNA U.M.V. DARIDIH,09651503204,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SARWA SEWA I.C.  SCHOOL,09651506606,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,SHAHID BHAGAT SINGH H.S. SCHOOL HARIBALLAMPUR,09651508603,Private Unaided Recognized,Secondary + Higher Secondary (9–12)
GHAZIPUR,SHAHID UDAI NARAIN SMARAK I.C.,09651504703,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHANTI DEVI I.C. MUDERA NONAHARA,09651508211,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHANTI KRIPA UMV AWADAN BAIRAN-1960,09651506607,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SHID S.I.COLLEGE SHERPUR,09651502612,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHIVA I.C. MAHARUPUR,09651507007,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,"SHRI CHANDRIKA I.C. CHANDRASHEKHARPURAM, MAHUYI",09651512604,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SHRI GANESH JOKHAN SARVODAY I.C. GAMBHIRPUR,09651511902,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SIDDHARTH PUBLIC U.M.V. LUXMI MAURYA NAGAR,09651512502,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,"SOHAN SAMARAK PUBLIC U.M.V., CHAK FIROJ",09651501804,Private Unaided Recognized,Secondary only (9–10)
GHAZIPUR,SRI CHNDRIKA U.M.V.,09651510106,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,SRI NRISINGH INTER COLLEGE,09651501102,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,SWAMI SAHAJANAND I.C. HARIHARPUR,09651511702,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,U.M.V. BALAPUR,09651507203,Government Aided,Secondary only (9–10)
GHAZIPUR,UMASHANKAR A. I.C. HAISI,09651512207,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,UMASHANKAR PUBLIC SCHOOL HAISY PARA MOHAMMDABAD,09651512208,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,A..S.S.I.C,09651700414,Private Unaided Recognized,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,ABINOV SARASWATI BALIKA INTER COLLEGE,09651701307,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,ADARSH I.C.MAHUABAG,09651701207,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,AZIMIA ISLAMIA INTER COLLEGE-1092,09651700112,Government Aided,Primary to Higher Secondary (1–12)
GHAZIPUR,D.A.V.INTER COLLEGE KOT,09651704805,Government Aided,Upper Primary to Higher Secondary (6–12)
GHAZIPUR,G.G.I.C.MAHUABAGH GHAZIPUR,09651701206,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
GHAZIPUR,GOURI SHANKAR PUBLICK SCHOOL,09651701906,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,GOVT.CITY I.C.GHAZIPUR,09651705908,Department of Education (Government School),Upper Primary to Higher Secondary (6–12)
GHAZIPUR,H.M. PUBLIC INTER COLLEGE,09651701403,Private Unaided Recognized,Upper Primary + Secondary (6–10)
GHAZIPUR,J.K.B.PUBLIC SCHOOL-NURUDEENPURA,09651701713,Private Unaided Recognized,Primary to Higher Secondary (1–12)
GHAZIPUR,LOURDES CONVENT G.I.C.GHAZIPUR,09651701913,Government Aided,Upper Primary to Higher Secondary (6–12)
